"Country Name","Country Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Australia","AUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","487585326637.218","485733070950.717","487671180065.786","507471287203.674","527962706650.705","548442593547.63","570101363344.3","592605212784.863","618906474696.507","649895718226.32","675037958852.29","688062052105.557","714598449899.921","736542329963.106","767104228441.761","791702517121.056","815317976252.411","845954836306.757","877311840045.512","893276092878.632","911304031483.534","932989069866.557","966881953234.219","990474347265.362","1015234732343.37","1037976280455.57","",
"Austria","AUT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240050185851.955","248311818791.205","253510288097.968","254845804337.086","260967503196.651","267930073568.301","274355878824.047","280405479836.61","290387822157.043","300812709402.453","310945307913.316","315144674296.455","320363012962.194","322785458951.728","331519204194.791","338615978101.225","349962428477.397","362636354303.012","368247295481.329","354257304362.332","361089769540.968","371229170024.562","373997634205.319","374462227326.591","376876927646.277","380506472551.616","",
"Azerbaijan","AZE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60946791249.6116","60520163735.2054","46842606492.2018","36021964603.9666","28925637570.1393","25512412076.7171","25844073484.6787","27343029882.1875","30077332946.4722","32303055759.463","35888694707.6342","39441675483.6899","43622492770.0479","48508212063.743","53456049887.4524","67568447489.7946","90879561542.8867","113643982480.432","125886190467.364","137732903988.907","144418926509.107","144514131462.76","147693442627.257","156254756508.811","159379851638.987","161133030007.016","",
"Bahamas, The","BHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6224050195.34163","5963773820.39252","5735624719.19738","5753279370.04309","5934445315.65027","6194299922.91826","6455918080.58969","6589054572.66598","6899825606.88833","7392758113.34085","7699501863.20183","7901662072.30342","8115372756.69145","8012734015.64502","8083477180.86788","8357934889.03373","8568292730.11129","8692234987.92507","8490232901.36651","8135743673.15397","8260934776.35865","8311566260.03648","8568115783.45599","8568998903.23715","8524058540.3123","8382248542.70196","",
"Bahrain","BHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17413860962.0692","19369437335.6626","20665252377.0391","23324871736.2658","23266559210.6574","24180933020.5232","25174770846.36","25953426454.9482","27196596305.8658","28366049664.2761","29869448819.7681","30613506815.652","31719924348.4593","33630717110.6169","35978459642.4092","38413819883.7693","40898643818.1826","44290140880.7705","47056117021.3547","48251235326.6764","50342640290.6554","51341141014.8994","53255194421.3703","56139942993.7443","58582302008.6935","60259487465.9265","",
"Bangladesh","BGD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136763926786.141","141530461203.864","149233519165.676","156264748534.802","162343644834.979","170657714035.36","178376424579.822","186385341419.141","196034560632.586","205189681149.996","216050975705.134","227020505484.482","235722482829.044","246894708777.71","259830838298.284","276813238827.961","295281853462.91","316124725281.398","335135801636.774","352043821059.316","371659006686.465","395684471605.039","421488777535.966","446835410086.698","473918520089.175","504972662927.365","",
"Barbados","BRB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3462579858.63559","3327538954.9053","3137868677.10806","3162971646.11391","3226231082.9926","3291506172.75026","3422056352.26559","3584266904.65739","3718334903.38122","3730451836.21048","3896571076.61173","3804326039.58892","3834422937.26161","3917677991.86271","3972790492.79583","4130310619.5763","4364441031.34181","4441442185.1278","4459031281.17029","4279231632.736","4290175959.16243","4322618069.64079","4335516740.07195","4332389789.6644","4340988903.28517","4379294045.77769","",
"Belarus","BLR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82363834285.7187","81375468274.2907","73563423319.9586","67972603147.6417","60019808579.3676","53777748487.1133","55283525444.7526","61585847345.4544","66759058522.4725","69028866512.2365","73032540769.9463","76483551805.4746","80342351448.0742","86001018060.3157","95847913542.8299","104857617415.856","115343379157.442","125262909765.141","138039726561.309","138315806014.492","149022529944.618","157283909016.623","160007108813.136","161724946415.46","164511606330.176","158115891074.683","",
"Belgium","BEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","306010535125.377","311619935618.07","316389761078.868","313346493110.126","323458095068.719","331171785331.683","336449243705.793","348932173215.655","355825368783.421","368503759737.252","381894601787.308","384994226724.687","391848098755.09","394882955332.968","409236068909.114","417807456931.269","428249029019.709","442798760773.129","446107725869.705","435913661112.36","447662164658.545","455704997289.374","456329548547.955","456023055788.2","463561620993.921","470516115211.729","",
"Belize","BLZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","969322894.793569","1071073130.96536","1199984899.96301","1275302717.10285","1277316913.36364","1285542496.78829","1303909333.80443","1350135251.83253","1400643225.67656","1523624903.64829","1722286730.5402","1808670828.82158","1901248720.32149","2078569401.98954","2175232607.59889","2231326245.11524","2333578115.717","2359348070.95975","2435519504.93029","2454976338.60754","2536529449.97818","2589828754.99832","2686698948.19999","2721990332.68905","2833142669.76019","2862715042.83907","",
"Benin","BEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7281933690.13346","7589653601.68144","7814133607.94527","8270179892.47555","8437270644.04601","8947320414.92647","9334227962.87014","9869516848.91402","10260449609.263","10808506330.4841","11441883947.698","12051783371.8559","12611524838.1216","13045871409.6567","13623755116.011","13856936260.6803","14403871439.8246","15266161439.334","16013194854.7505","16384577181.2719","16731414124.1439","17227124154.8024","18055797650.6181","19354568602.8494","20585039357.0999","21016184356.8545","",
"Bermuda","BMU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2405862615.04608","2320830206.06248","2319443808.08995","2389225839.37538","2403551951.75845","2509287755.91646","2574541182.92306","2692970077.33757","2797995910.35374","2892642283.03342","3162154264.8163","3390538833.08688","3340433776.56587","3454366158.62813","3534551202.2428","3593726911.16702","3792958312.94401","3900901738.61185","3960503378.69618","3751223364.15495","3672668487.99025","3550019929.12843","3378392789.57695","3293556129.34525","","","",
"Bhutan","BTN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1249305959.57901","1244210339.29313","1301455106.18781","1327306775.60057","1393028419.3093","1491572883.40635","1574581492.73243","1659196959.50421","1757322379.29636","1897626506.3928","2029189412.06141","2195659522.64461","2431206376.61147","2617542154.5688","2771883124.6013","2969312153.57852","3172691208.63935","3741422280.73992","3919826548.16105","4180778173.88848","4671219172.59607","5039821055.27253","5295426154.38932","5408880477.24548","5719645280.13305","6090928651.54039","",
"Bolivia","BOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25418191195.0396","26756845857.1688","27197397334.5674","28358534419.5542","29682102729.3305","31070713744.0358","32425813302.167","34032255779.771","35743858654.2112","35896443976.2768","36796658878.3586","37416240699.3979","38346245958.6093","39385943001.2816","41029634823.3041","42843732689.2195","44898950326.6641","46948266347.7921","49835212749.9105","51507469046.6907","53633999691.8087","56423836722.3622","59314074967.5846","63346582769.8595","66804663950.5043","70043837564.7398","",
"Bosnia and Herzegovina","BIH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5812464521.05538","7021457173.39755","13267581509.8829","17830246349.6296","20611764131.7866","22590493446.2018","23832970684.1993","24881621276.7271","26200347270.8874","27248361178.8457","28910511148.3996","31442560317.2824","33133691073.4461","35031839744.3309","36952112796.7628","35891631029.6309","36167011089.6132","36495497234.9909","36154925783.4049","37020544116.613","37421060376.4463","38556724717.0641","",
"Botswana","BWA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11175473236.5022","12009019277.1379","12359330812.6242","12596148832.9914","13053126534.5248","13970814881.7561","14785285458.6891","15972033644.7243","16087350634.3742","17642553549.1303","17993233854.6345","18038320196.4525","19133161608.7818","20018241535.1712","20559899465.9221","21496741232.0871","23294700952.7663","25222748318.6472","26798019287.2298","24747351726.8781","26866623791.8741","28491602186.8884","29761235623.3402","32695694859.8627","33743572317.2544","33657545969.2883","",
"Brazil","BRA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1544993677612.67","1568353012347.7","1561030164956.74","1633854860117.78","1721013692374.14","1797026243729.89","1836696236506.69","1899052599714.69","1905478161533.41","1914416122921.14","1993147728618.01","2020849834473.26","2082552517871.61","2106314588150.41","2227635696680.94","2298967603741.76","2390050462304.47","2535123486323.38","2664271353689.57","2660917753768.96","2861237591078.04","2974955344832.28","3032108708886.12","3123219493122.47","3138959326013.66","3020644017826.66","",
"British Virgin Islands","VGB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21911944842.4143","22601281729.487","23676781981.8704","23748895138.0395","24495892263.6159","25592991551.5272","26329639227.3398","25942285018.5715","25797395100.3918","26584772020.3639","27342284298.9552","28092567740.198","29180339282.9184","30027723243.4145","30179158572.138","30296104896.6712","31628442809.177","31677334517.9262","31062884664.7256","30514768967.7201","31307837411.1498","32480415591.3426","32776910359.7628","32080063898.3911","31326263639.6957","31148701800.9807","",
"Bulgaria","BGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81053322913.7259","74208081861.3928","68811382290.4449","67792826005.7479","69025307202.9312","70999561751.5043","72135554712.9232","71342063674.4196","73839035783.6031","69696665893.4968","73189130579.7899","76298223332.2755","80889943697.9166","84997148584.1066","90569193222.4061","97122954826.2434","103681798028.239","111639739620.16","117944041706.587","112967125135.167","113028757652.767","115193278718.973","115228923675.119","116222303857.753","117766723619.864","122026867286.999","",
"Burkina Faso","BFA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7439529653.52398","8114293837.05778","8133176672.12095","8414697224.19811","8525351104.62494","9012692047.22211","10005416991.9445","10637442647.8716","11414797132.7147","12251759843.4769","12483130235.2803","13308689515.0954","13888017345.0156","14971621550.9076","15642121781.7444","16997020722.5437","18059871386.6493","18802381624.0919","19892920710.6491","20482124801.1665","22212111666.3792","23684080409.0061","25212337086.3571","26651647387.1302","27725798562.9134","28840666622.1898","",
"Burundi","BDI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5889202771.34675","6183476602.12475","6245929614.75962","5856183606.84845","5631891774.89984","5185845946.29076","4770978270.51633","4695119716.14871","4918137902.2932","4868464709.66697","4826748585.33385","4925977225.89982","5145011759.82077","5082050812.40968","5327699755.95462","5375649053.9108","5665109338.39415","5936231951.16376","6235899991.3093","6452187532.08544","6696461063.94965","6977151645.62124","7257588873.80706","7591006441.60571","7944817041.22709","7634578343.05208","",
"Cabo Verde","CPV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566468507.826502","574422557.549387","637250870.577639","692744660.635842","825631387.593726","942967117.235669","1049961114.37476","1166700264.28027","1312739469.24617","1460063606.02264","1668631777.00853","1705869873.02925","1795443244.86261","1870425610.38387","2061154267.97472","2203630690.81878","2379563065.94825","2740559154.5434","2922820602.93138","2885688330.37981","2928015320.39182","3044224922.25246","3077160948.5383","3101406077.22612","3159241348.0031","3205197584.65239","",
"Cambodia","KHM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10118108201.8831","11038801866.5879","11750021140.66","12385972161.8547","13082038149.0505","13737321724.289","15373403487.2204","16721262254.0662","18065308983.7304","19273495323.3548","20912879328.6811","23075381623.2818","26132889430.9912","28947685729.7313","31903988921.579","34038869057.7897","34068379722.2329","36099903974.4308","38652011936.303","41458659269.4694","44559768497.1978","47710823823.1125","51067798981.2672","",
"Cameroon","CMR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33414647779.646","32142017714.1873","31145614133.0368","28675123284.7809","29266806488.2086","30475048823.761","31971964797.5515","33671005670.8961","35319322454.5225","36754091816.2206","38288053620.6337","40016480154.9579","41620758680.2332","43298488680.5562","44901335539.0081","45932653146.749","47413523255.0789","48957148496.5673","50369095293.9879","51342150958.969","53020345598.1617","55215701705.029","57749405977.9266","60961247834.4815","64574399632.3341","68302439596.7994","",
"Canada","CAN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","869848700130.821","851358393869.453","858875684379.789","881680859741.483","921298965392.459","945968665506.437","961208675061.333","1002346603446.63","1041255284378.71","1095017490719.34","1151768855838.72","1172164598599.54","1207446944169.26","1229208438201.3","1267141333783.16","1307707370087.6","1342013930307.11","1369696291657.46","1383398198807.27","1342593656484.99","1383992722798.01","1427466965184.4","1452383005413.25","1488329511798.84","1526509617960.04","1540884390487.23","",
"Cayman Islands","CYM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2823463451.74062","","","","","",
"Central African Republic","CAF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740634995.85149","2725491808.88654","2550404083.7637","2558954968.51678","2684342467.39881","2877616347.97135","2762509018.91537","2908920229.41657","3045643621.88467","3155286027.94762","3076737313.98399","3214105605.58152","3330345090.88693","3150590206.87931","3339464442.28002","3369793809.48522","3530569550.96547","3693241773.58928","3769105796.36228","3833528830.87626","3950322451.72992","4080711501.63792","4248542917.29711","2689329687.33301","2717299201.42758","2847726467.58028","",
"Chad","TCD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6614722472.27432","7179298108.46436","7753745579.27651","6535644783.87217","7198155751.73896","7287164497.51396","7448536790.30377","7869631797.74639","8416695541.06809","8359222117.27662","8285687626.43615","9251644246.96025","10037220771.6753","11514866990.951","15387244429.6548","18054243761.3245","18171282565.5611","18765755998.1717","19338616642.4378","20154260616.3641","22885183257.3778","22904148162.6154","24938626546.7354","26360128599.7775","28178973531.0897","28686194919.728","",
"Channel Islands","CHI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121479367952.51","131161259452.495","147265147903.35","157553513318.826","166546855502.124","184246751179.777","197905868459.876","210978698198.959","217795164038.794","216138059053.707","225855178776.475","233417217583.514","238475155424.315","247911017515.03","262887537119.115","277502644954.736","289726560679.895","304678843193.086","314710256686.816","311448499574.963","329368339640.845","348602266871.581","367625947882.791","382244947353.928","389417373951.819","398395652396.777","",
"China","CHN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1732756378805.6","1893800072046.84","2163025788228.77","2462985033655.21","2784457749552.8","3089334359658.37","3396054981518.58","3709536979812.62","4000276166465.71","4306996788325.95","4672725786335.64","5062426937156.05","5524659216993.5","6079092084564.5","6693762669454.75","7456568865303.54","8405005577789.18","9601154535985.61","10528077778000.1","11517697419673.4","12742735895359.6","13957939641687.6","15054511965131.8","16222386076423.3","17406241622921.9","18610463976973.9","",
"Colombia","COL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258185465003.406","264064945732.088","277354482832.351","283915720748.357","300484507014.326","316117025967.048","322615932741.275","333682606687.265","335583877090.772","321475879742.457","335685091122.417","341317545585.573","349864070252.355","363572695817.874","382962107917.078","400986433731.574","427842561312.075","457366383419.6","473588276652.646","481409820261.487","500530458895.309","533512971123.156","555087935875.08","582143285892.64","607674407442.042","626410747173.606","",
"Comoros","COM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","658530458.341536","622998796.128526","676146346.413927","696470882.844511","659720328.870314","683537086.934139","674708054.135727","701901087.237698","710904109.096025","724582783.3049","803186066.721811","821923887.585284","841031803.649804","858727970.255286","875212132.805405","900045469.815047","923868772.16678","931261134.00651","934988663.661623","953220942.395523","974191802.954097","999520790.689932","1029506414.13009","1065539138.56177","1087506713.99995","1098546194.92936","",
"Congo, Dem. Rep.","COD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44322410981.9598","40589997927.5113","36328044668.7322","31435001972.787","30209037900.7864","30420500812.584","30109246570.7105","28417996160.316","27956444126.23","26762664590.6628","24913116292.8378","24389897744.7965","25108854658.8327","26509381956.1412","28295683239.7376","30031666176.9741","31629645445.5134","33609493564.9503","35701987120.9681","36721300312.6956","39320760556.9558","42019985292.7179","45027716855.6637","48856650251.9112","53238837472.4915","56920935460.1911","",
"Congo, Rep.","COG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12544967570.6402","12845465640.9507","13180982530.5574","13051850658.2745","12334902615.4926","12826488496.438","13376806619.6141","13293226706.6389","13790068069.6167","13433981020.5281","14451736788.5294","15001278806.2564","15688617908.716","15816207801.9869","16366079083.9546","17635392731.8501","18735135295.7855","18438703722.81","19466157004.2768","20920060528.5036","22750912218.9399","23529134761.3866","24423240906.7126","25263572638.6131","26976427946.1947","27690345066.6051","",
"Costa Rica","CRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24109013884.1673","24729078428.0948","27003303104.8769","28917166960.9193","30214757590.0279","31460057684.531","31849475404.2999","33621881299.569","35962535840.119","37380665894.702","38776659201.9744","40130146638.0437","41451132022.8744","43215075103.2104","45089129294.1267","46834472255.8079","50224226218.7171","54326488841.1258","56852452553.0517","56300671879.0411","59088604511.7345","61633610800.8975","64590125680.7348","65912751008.8682","67873822791.279","70418510709.2448","",
"Cote d'Ivoire","CIV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39180243995.9358","39196278576.9022","39100419918.063","39025157435.6656","39341732121.4828","42145123522.5276","45402658112.0322","47102330747.2584","49424795773.5775","50224255408.9174","49185416881.5209","49245114163.9515","48423881889.2812","47765541810.0138","48353904780.8949","49186195093.9312","49931780276.2247","50813094564.8564","52105191008.8138","53799367179.4931","54884843973.9869","52476906028.6953","58095348125.8286","63259688377.4398","68628124138.5448","74916780422.6237","",
"Croatia","HRV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58944075060.5887","62406272167.5061","66553464825.6193","67792611081.3869","67158411210.0948","69688601781.2823","72081990163.1038","75863753417.3018","80080190305.828","83349712874.4883","86820262307.0082","90974716805.0156","95659919250.6538","97624167029.8086","90415810380.8887","88877611620.9277","88627632084.4396","86688965405.5743","85766663214.5733","85457530768.658","86862976650.3539","",
"Cuba","CUB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144912175462.339","129417155258.069","114429868428.691","97404785918.2265","98103110086.7478","100513700829.249","108392718530.108","111409748620.425","111587052834.846","118492902488.921","125501473310.448","129498732765.967","131343858243.677","136325389585.782","144192098091.199","160344001700.45","179690889238.641","192740287731.436","200675073944.315","203587482190.612","208453940246.556","214295446757.753","220756240801.34","226821744930.636","229197876526.544","239370442865.328","",
"Curacao","CUW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13512072947.4074","13611994922.4905","14891522286.1763","14995762985.6561","15880512817.9851","17225304579.4441","17454920203.8284","17902745060.889","18840052901.2484","19749753967.4737","20880309226.7714","21632139219.356","22367438209.4651","22921226792.3935","23968796419.2643","24861470552.9399","25982768450.8513","27235322508.418","28287686126.0066","27786300820.9255","28152462525.7573","28242887109.2981","27351039525.7463","25722901091.9368","25328967302.9463","25754309996.6402","",
"Czech Republic","CZE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206307974059.37","182345421789.971","181421765007.391","181534072786.651","186815460748.243","198438009033.627","206936710187.725","205541395449.856","204891817492.446","207838264733.668","216763122604.718","223377695424.752","227056613576.065","235234835285.616","246872975862.812","262777180514.75","280847169663.662","296375957679.086","304410578215.636","289671671600.137","296319896260.816","302260233093.211","299842621904.544","298392369974.709","306494069347.29","320395502316.071","",
"Denmark","DNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173689966462.944","176110607151.824","179557112102.804","179576251864.362","189152063273.728","194878895591.18","200530516732.933","207069575833.124","211662714245.895","217902546087.925","226067137050.018","227928007106.851","228990937808.589","229884171610.316","236017926041.457","241532873111.239","250984006496.37","253266086094.534","251969299855.45","239606361759.484","244089379149.77","247352304134.257","247912479127.463","250226368470.189","254419998057.199","258506202362.789","",
"Djibouti","DJI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1831219810.93462","1752887247.22174","1752572306.35947","1636536575.28156","1621196621.50826","1564645049.36907","1500252100.12024","1489062137.72724","1490541946.32815","1523020947.42837","1529359973.13739","1560677662.41147","1601544979.1486","1652793767.69241","1716037526.19809","1770429071.68959","1855407271.43429","1950034181.26287","2063135434.82544","2166965346.95801","2242525640.6271","2342710799.37195","2456153748.56462","2578959158.02198","2733701719.03921","2911406226.39905","",
"Dominica","DMA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477298449.868145","480200094.615555","490031504.550856","498268659.819174","505400505.035827","515380745.417906","528995986.474285","536882353.259234","563608824.723744","567459934.526296","569589673.821256","572284419.84921","562251356.857741","605472816.531616","625151556.380337","624599907.789902","642898733.213434","683536398.737506","732209261.493306","723644191.273398","728511007.879125","726828064.904923","719052528.005956","724593839.316794","754932315.931655","741629313.833086","",
"Dominican Republic","DOM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37837002795.9821","38194236653.8663","42209666262.5011","45258310634.5558","46300725569.0932","48844315794.7663","52327583387.3389","56516026765.2304","60478138053.8558","64539459171.9129","68190201366.9715","69423918598.275","73442318933.8205","73256246348.6454","74217337694.2099","81091904196.7683","89745346856.8577","97562538220.1724","100693812042.054","101646531748.335","110100542636.657","113515770428.131","116687299312.195","122220685949.163","131520414964.851","140780683458.026","",
"Ecuador","ECU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76349832716.2921","79626265458.4644","81309812089.2585","82914232001.2029","86444927673.6088","88392141832.3109","89922870551.4872","93814610781.1521","96879092627.3289","92287618677.0392","93295216341.4635","97041606943.7538","101017184846.402","103767758879.014","112288151266.025","118229663496.819","123435937981.532","126139263988.069","134158101737.554","134918096104.018","139674361950.133","150664137576.237","159164551066.427","167037643517.848","173706969723.433","173980981566.9","",
"Egypt, Arab Rep.","EGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339190182210.866","342849494736.96","358044570942.307","368430695020.791","383069080825.18","400852905014.732","420850376354.268","443959823974.579","461879672095.042","490079552567.95","516387052191.633","534642499847.67","547316142070.947","564794435315.826","587905367149.307","614192689969.376","656221653669.981","702734749195.364","752994697089.094","788275850890.055","828786340781.442","843842460027.439","862355337097.102","880522789267.021","900147802069.485","937954009756.403","",
"El Salvador","SLV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23803941311.673","24655268505.1605","26515098617.4329","28469135000.3883","30191622286.4545","32122850835.455","32670734672.8479","34058045964.2737","35334788843.2664","36553520492.4174","37340390763.8587","37978514292.1164","38867523993.8771","39761491920.4106","40497292476.6922","41940135885.5732","43580812462.8884","45254213323.704","45830854864.7791","44394952970.58","45000848037.8146","45998442862.0993","46863653084.9507","47729359130.2793","48409627569.1056","49598114047.1427","",
"Equatorial Guinea","GNQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","426634512.567313","422273288.540144","568993494.072981","631771758.439698","737080753.896913","865968638.556517","1442530534.34938","3605936325.79047","4463229020.45053","5608672805.47491","6630224128.65438","10832451921.842","12940754061.1474","14746668683.529","20350215036.9422","23758611626.0227","25589193076.1019","29499762713.0689","34750457672.4565","35217280130.7294","32074428108.711","34166939303.2501","37007193180.7025","35477614647.9406","35237330814.189","32317928930.7389","",
"Eritrea","ERI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3464715057.50448","3930884240.53964","4765073355.37725","4901277213.27549","5355078548.59139","5778594837.64384","5881025215.36759","5881817991.74174","5697012107.18605","6195810310.00904","6382021003.3495","6212545424.59697","6302735154.10848","6464995889.67665","6402336055.05114","6493685998.24794","5858406746.50613","6085507975.44211","6219035616.04434","6758835465.49469","","","","","",
"Estonia","EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16322803388.9541","17191822957.8381","19220214254.9944","20011563798.2483","19840175370.8315","21936895715.7011","23325224277.1421","24742542789.8712","26577489429.8159","28250470919.6256","30898597009.3656","34072472016.9665","36712471044.4219","34722842748.1363","29610118152.3968","30279026815.5118","32579417513.6826","33982703984.6952","34463620323.5236","35436501690.9189","35948280291.587","",
"Ethiopia","ETH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31350152720.4985","29112541931.5651","26587762517.737","30082147999.0287","31041757862.1318","32943845117.7388","37037504561.8232","38198225460.6532","36877277672.0082","38780936521.4459","41136187141.9482","44551028045.6176","45225853914.0142","44248360523.8487","50254014899.7144","56193419293.8149","62281822906.6602","69416932546.6472","76905993365.0393","83675684346.8224","94177433193.7438","104704865663.231","113759545218.877","125797887490.473","138728887617.939","152057290468.435","",
"Faroe Islands","FRO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4292558865.6362","4176659723.0848","4431435995.72365","4525826962.13939","4756644132.5268","4875560205.82912","5109587096.66926","4997176175.26063","5062139582.34125","5507607798.36298","5413978507.32582","5522258015.04976","5698970304.18316","5755959948.40373","6061025882.92983","6103453062.18964","6216518460.21988","6163637421.43783","6227295116.44708","6140982470.69355","6322428431.25385","6493459066.2236","6615761890.80662","7018032870.56697","7400267892.60848","7811978896.46123","",
"Finland","FIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144135631937.133","135610836828.863","131102279105.113","130139341643.466","135265869909.032","140956681811.672","146114051490.599","155248821218.703","163676522988.61","170950527443.851","180583328884.027","185243809125.451","188356507325.911","192112306108.705","199654745087.655","205205057218.311","213526527453.303","224597452575.821","226216055640.06","207510167298.505","213719571855.46","219213912532.236","216087507036.948","214449485305.036","213094747666.23","213667027225.287","",
"France","FRA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1727764670453.31","1745717965244.01","1773643713008.53","1762777434545.6","1804121362538.61","1841738818089.77","1867302227078.37","1910947305793.69","1978904437812.86","2046327674070.07","2125626191792.01","2167170480666.48","2191409348259.14","2209368641878.62","2270931022411.92","2307441094169.19","2362241594894.93","2418025903541.57","2422748181561.9","2351486894647.41","2397709070209.19","2447562936718.01","2452034463695.08","2466164105017.59","2481864239716.28","2513487665544.48","",
"French Polynesia","PYF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18568819534.8951","19703839275.7197","19094961943.1539","19848555119.9785","20585483311.0818","21609373912.3251","22392724309.6224","23677701100.2219","24501172141.7596","22312574852.1937","21892436565.2856","22359891187.7121","22304207642.2044","22805456794.376","22962710238.6528","23858417931.9814","22991250942.6152","24292314885.7641","23488620494.7835","23519233476.9038","25186720627.6625","26972900729.6627","28389268493.8593","29989972997.37","31284003482.1141","32539376597.2529","",
"Gambia, The","GMB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1390765032.73763","1433976648.25898","1482426258.66871","1527078435.78355","1529435424.04571","1542922722.43727","1577230312.61568","1654514583.60982","1712422569.42889","1822017602.16446","1922228573.45655","2033717835.24994","1967621999.35537","2102797626.8322","2251044858.14457","2229847310.95309","2254913017.92387","2336789485.34106","2470795995.35312","2630154822.31586","2801762761.47413","2680483729.05378","2837619858.71151","2973283849.90826","2999373245.35763","3140820062.37969","",
